"ean","order_id_falta","cantidad_solicitada_falta","point_of_sale_id","nombre_pos","tipo_producto","fecha_pedido_falta","reintento_reposicion","order_id_recompra","fecha_pedido_recompra","dias_hasta_recompra","horas_hasta_recompra","bucket_timing_recompra","cantidad_recompra","compra_efectiva","veces_falta_antes"
"7506022300829",397258,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 03:09:45",1,398096,"2026-01-04 18:20:43",2,63,"48 h+",8.000,0,2
"7506022300843",397258,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 03:09:45",1,398096,"2026-01-04 18:20:43",2,63,"48 h+",2.000,0,1
"7506022304780",397617,4,1741,Sucursal Centro,MEDICINAL,"2026-01-02 22:27:13",1,398724,"2026-01-05 22:11:16",3,71,"48 h+",4.000,0,1
"7506022304803",397283,1,2139,Farmacia 02 Puente,MEDICINAL,"2026-01-02 05:23:09",1,397755,"2026-01-03 02:30:44",1,21,"12-24 h",1.000,0,1
"7506022304810",397623,5,1750,Sucursal mercado 02,MEDICINAL,"2026-01-02 22:35:56",1,398725,"2026-01-05 22:13:26",3,71,"48 h+",3.000,0,1
"7506022307019",397232,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:23:29",0,,,,,,,,1
"7506022308245",397278,2,2138,Farmacia 01 Banco,MEDICINAL,"2026-01-02 04:43:08",1,397744,"2026-01-03 01:50:10",1,21,"12-24 h",2.000,0,1
"7506022308245",397283,1,2139,Farmacia 02 Puente,MEDICINAL,"2026-01-02 05:23:09",1,397755,"2026-01-03 02:30:44",1,21,"12-24 h",1.000,0,1
"7506022314437",397222,1,1238,Farmacia San Angel Hidalgo,MEDICINAL,"2026-01-02 01:49:55",1,398212,"2026-01-05 03:07:04",3,73,"48 h+",1.000,0,1
"7506022314536",397158,15,722,Churubusco,MEDICINAL,"2026-01-01 16:27:26",0,,,,,,,,1
"7506022314550",397278,1,2138,Farmacia 01 Banco,MEDICINAL,"2026-01-02 04:43:08",1,397744,"2026-01-03 01:50:10",1,21,"12-24 h",1.000,0,1
"7506022314741",397232,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:23:29",1,398094,"2026-01-04 18:05:47",2,63,"48 h+",1.000,0,1
"7506022323491",397245,1,1679,Matriz,MEDICINAL,"2026-01-02 02:55:50",1,397767,"2026-01-03 03:02:33",1,24,"24-48 h",1.000,0,1
"7506022323569",397205,12,2087,Suc. De la Fuente,MEDICINAL,"2026-01-02 00:41:29",1,397819,"2026-01-03 04:08:38",1,27,"24-48 h",3.000,0,1
"7506022800060",397245,1,1679,Matriz,MEDICINAL,"2026-01-02 02:55:50",1,397767,"2026-01-03 03:02:33",1,24,"24-48 h",1.000,0,1
"7506022802583",397473,25,3172,Compra automatica,MEDICINAL,"2026-01-02 17:28:33",0,,,,,,,,1
"7506105606077",397234,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 02:32:25",0,,,,,,,,1
"7506174505318",397234,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 02:32:25",0,,,,,,,,1
"7506174512200",397234,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 02:32:25",1,397258,"2026-01-02 03:09:45",0,0,< 6 h,1.000,0,1
"7506174512200",397258,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 03:09:45",0,,,,,,,,2
"7506174512248",397234,3,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 02:32:25",1,397258,"2026-01-02 03:09:45",0,0,< 6 h,1.000,0,1
"7506174512248",397258,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 03:09:45",1,401880,"2026-01-12 01:56:35",10,238,"48 h+",1.000,0,2
"7506174512262",397232,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:23:29",1,401360,"2026-01-10 02:44:35",8,192,"48 h+",1.000,0,1
"7506192503358",397278,2,2138,Farmacia 01 Banco,MEDICINAL,"2026-01-02 04:43:08",1,397744,"2026-01-03 01:50:10",1,21,"12-24 h",2.000,0,1
"7506192503358",397283,2,2139,Farmacia 02 Puente,MEDICINAL,"2026-01-02 05:23:09",1,397755,"2026-01-03 02:30:44",1,21,"12-24 h",2.000,0,1
"7506192504065",397201,8,2770,F. La Esperanza Matriz,MEDICINAL,"2026-01-02 00:26:54",1,401791,"2026-01-11 21:55:18",9,237,"48 h+",13.000,1,1
"7506192504539",397278,1,2138,Farmacia 01 Banco,MEDICINAL,"2026-01-02 04:43:08",1,397744,"2026-01-03 01:50:10",1,21,"12-24 h",1.000,0,1
"7506192504690",397278,1,2138,Farmacia 01 Banco,MEDICINAL,"2026-01-02 04:43:08",1,397744,"2026-01-03 01:50:10",1,21,"12-24 h",1.000,0,1
"7506192504690",397283,2,2139,Farmacia 02 Puente,MEDICINAL,"2026-01-02 05:23:09",1,397755,"2026-01-03 02:30:44",1,21,"12-24 h",2.000,0,1
"7506192505543",397150,1,2280,MINA,MEDICINAL,"2026-01-01 05:07:18",1,397269,"2026-01-02 03:44:53",1,22,"12-24 h",3.000,0,1
"7506192505543",397269,3,2280,MINA,MEDICINAL,"2026-01-02 03:44:53",0,,,,,,,,2
"7506192505550",397243,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",0,,,,,,,,1
"7506192505550",397247,1,2679,F. El Número Uno Lomas de Durazno,MEDICINAL,"2026-01-02 02:58:04",1,397824,"2026-01-03 04:14:14",1,25,"24-48 h",1.000,0,1
"7506192506038",397283,1,2139,Farmacia 02 Puente,MEDICINAL,"2026-01-02 05:23:09",1,397755,"2026-01-03 02:30:44",1,21,"12-24 h",1.000,0,1
"7506192506038",397617,1,1741,Sucursal Centro,MEDICINAL,"2026-01-02 22:27:13",1,398724,"2026-01-05 22:11:16",3,71,"48 h+",1.000,1,1
"7506192506557",397211,1,2678,F. El número uno ventura Puente,MEDICINAL,"2026-01-02 01:18:31",1,397757,"2026-01-03 02:39:41",1,25,"24-48 h",1.000,0,1
"7506192506557",397247,1,2679,F. El Número Uno Lomas de Durazno,MEDICINAL,"2026-01-02 02:58:04",1,397824,"2026-01-03 04:14:14",1,25,"24-48 h",1.000,0,1
"7506192510103",397278,1,2138,Farmacia 01 Banco,MEDICINAL,"2026-01-02 04:43:08",1,397744,"2026-01-03 01:50:10",1,21,"12-24 h",1.000,1,1
"7506192510103",397283,1,2139,Farmacia 02 Puente,MEDICINAL,"2026-01-02 05:23:09",1,397755,"2026-01-03 02:30:44",1,21,"12-24 h",1.000,1,1
"7506195132913",397270,4,1616,Farmacia Nueva San Juan Santa María,MEDICINAL,"2026-01-02 03:45:21",1,397802,"2026-01-03 03:43:08",1,23,"12-24 h",4.000,1,1
"7506195160466",397234,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 02:32:25",1,397743,"2026-01-03 01:48:50",1,23,"12-24 h",1.000,0,1
"7506205809323",397270,1,1616,Farmacia Nueva San Juan Santa María,MEDICINAL,"2026-01-02 03:45:21",1,397802,"2026-01-03 03:43:08",1,23,"12-24 h",1.000,1,1
"7506205815546",397191,1,2770,F. La Esperanza Matriz,MEDICINAL,"2026-01-01 23:21:47",1,397201,"2026-01-02 00:26:54",1,1,< 6 h,1.000,0,1
"7506205815546",397201,1,2770,F. La Esperanza Matriz,MEDICINAL,"2026-01-02 00:26:54",1,398259,"2026-01-05 04:45:27",3,76,"48 h+",1.000,0,2
"7506245905177",397205,5,2087,Suc. De la Fuente,MEDICINAL,"2026-01-02 00:41:29",1,400799,"2026-01-09 04:01:42",7,171,"48 h+",5.000,0,1
"75062576",397243,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",0,,,,,,,,1
"75062576",397258,4,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 03:09:45",1,400730,"2026-01-09 02:26:55",7,167,"48 h+",4.000,1,1
"7506286609799",397617,2,1741,Sucursal Centro,MEDICINAL,"2026-01-02 22:27:13",1,399458,"2026-01-07 00:21:23",5,97,"48 h+",2.000,1,1
"7506295307754",397270,3,1616,Farmacia Nueva San Juan Santa María,MEDICINAL,"2026-01-02 03:45:21",1,397802,"2026-01-03 03:43:08",1,23,"12-24 h",3.000,1,1
"7506295326564",397261,3,1182,Farmacia Drdi,MEDICINAL,"2026-01-02 03:13:01",1,399481,"2026-01-07 01:02:25",5,117,"48 h+",15.000,1,1
"7506296400027",397276,1,1601,Farmacia Nueva San Juan,MEDICINAL,"2026-01-02 04:12:40",1,397815,"2026-01-03 03:57:54",1,23,"12-24 h",1.000,0,1
"7506296400041",397276,1,1601,Farmacia Nueva San Juan,MEDICINAL,"2026-01-02 04:12:40",1,397815,"2026-01-03 03:57:54",1,23,"12-24 h",1.000,0,1
"7506296400096",397276,1,1601,Farmacia Nueva San Juan,MEDICINAL,"2026-01-02 04:12:40",1,397815,"2026-01-03 03:57:54",1,23,"12-24 h",1.000,0,1
"7506306206625",397269,2,2280,MINA,MEDICINAL,"2026-01-02 03:44:53",0,,,,,,,,1
"7506306206625",397283,1,2139,Farmacia 02 Puente,MEDICINAL,"2026-01-02 05:23:09",1,397755,"2026-01-03 02:30:44",1,21,"12-24 h",1.000,0,1
"7506306209732",397196,2,2090,F. San José Matriz,MEDICINAL,"2026-01-02 00:13:04",1,397791,"2026-01-03 03:31:44",1,27,"24-48 h",2.000,0,1
"7506306209732",397205,3,2087,Suc. De la Fuente,MEDICINAL,"2026-01-02 00:41:29",1,400799,"2026-01-09 04:01:42",7,171,"48 h+",3.000,0,1
"7506306209732",397211,1,2678,F. El número uno ventura Puente,MEDICINAL,"2026-01-02 01:18:31",1,397757,"2026-01-03 02:39:41",1,25,"24-48 h",1.000,0,1
"7506306209862",397211,2,2678,F. El número uno ventura Puente,MEDICINAL,"2026-01-02 01:18:31",1,397757,"2026-01-03 02:39:41",1,25,"24-48 h",2.000,0,1
"7506306214644",397577,6,476,De miguel,MEDICINAL,"2026-01-02 20:52:41",0,,,,,,,,1
"7506306214989",397283,1,2139,Farmacia 02 Puente,MEDICINAL,"2026-01-02 05:23:09",1,397755,"2026-01-03 02:30:44",1,21,"12-24 h",2.000,0,1
"7506306217072",397577,6,476,De miguel,MEDICINAL,"2026-01-02 20:52:41",0,,,,,,,,1
"7506306217652",397276,2,1601,Farmacia Nueva San Juan,MEDICINAL,"2026-01-02 04:12:40",1,397815,"2026-01-03 03:57:54",1,23,"12-24 h",2.000,0,1
"7506306221116",397211,1,2678,F. El número uno ventura Puente,MEDICINAL,"2026-01-02 01:18:31",1,397757,"2026-01-03 02:39:41",1,25,"24-48 h",1.000,0,1
"7506306221116",397278,1,2138,Farmacia 01 Banco,MEDICINAL,"2026-01-02 04:43:08",1,397744,"2026-01-03 01:50:10",1,21,"12-24 h",1.000,0,1
"7506306221215",397211,2,2678,F. El número uno ventura Puente,MEDICINAL,"2026-01-02 01:18:31",1,397757,"2026-01-03 02:39:41",1,25,"24-48 h",2.000,0,1
"7506306222892",397577,6,476,De miguel,MEDICINAL,"2026-01-02 20:52:41",0,,,,,,,,1
"7506306224780",397191,1,2770,F. La Esperanza Matriz,MEDICINAL,"2026-01-01 23:21:47",1,397201,"2026-01-02 00:26:54",1,1,< 6 h,3.000,1,1
"7506306224780",397243,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",0,,,,,,,,1
"7506306226739",397211,1,2678,F. El número uno ventura Puente,MEDICINAL,"2026-01-02 01:18:31",1,397757,"2026-01-03 02:39:41",1,25,"24-48 h",1.000,0,1
"7506306244498",397276,2,1601,Farmacia Nueva San Juan,MEDICINAL,"2026-01-02 04:12:40",1,397815,"2026-01-03 03:57:54",1,23,"12-24 h",2.000,0,1
"7506306244597",397247,1,2679,F. El Número Uno Lomas de Durazno,MEDICINAL,"2026-01-02 02:58:04",1,397824,"2026-01-03 04:14:14",1,25,"24-48 h",1.000,0,1
"7506306245266",397211,1,2678,F. El número uno ventura Puente,MEDICINAL,"2026-01-02 01:18:31",1,397757,"2026-01-03 02:39:41",1,25,"24-48 h",1.000,0,1
"7506306245266",397247,1,2679,F. El Número Uno Lomas de Durazno,MEDICINAL,"2026-01-02 02:58:04",1,397824,"2026-01-03 04:14:14",1,25,"24-48 h",1.000,0,1
"7506306245686",397211,1,2678,F. El número uno ventura Puente,MEDICINAL,"2026-01-02 01:18:31",1,397757,"2026-01-03 02:39:41",1,25,"24-48 h",1.000,0,1
"7506306246003",397211,2,2678,F. El número uno ventura Puente,MEDICINAL,"2026-01-02 01:18:31",1,397757,"2026-01-03 02:39:41",1,25,"24-48 h",2.000,0,1
"7506306246034",397211,1,2678,F. El número uno ventura Puente,MEDICINAL,"2026-01-02 01:18:31",1,397757,"2026-01-03 02:39:41",1,25,"24-48 h",1.000,0,1
"7506306246652",397211,4,2678,F. El número uno ventura Puente,MEDICINAL,"2026-01-02 01:18:31",1,397757,"2026-01-03 02:39:41",1,25,"24-48 h",4.000,0,1
"7506306247468",397549,2,3172,Compra automatica,MEDICINAL,"2026-01-02 19:52:00",1,399690,"2026-01-07 15:21:00",5,115,"48 h+",2.000,1,1
"7506306247901",397276,3,1601,Farmacia Nueva San Juan,MEDICINAL,"2026-01-02 04:12:40",1,397815,"2026-01-03 03:57:54",1,23,"12-24 h",3.000,0,1
"7506306248168",397247,1,2679,F. El Número Uno Lomas de Durazno,MEDICINAL,"2026-01-02 02:58:04",1,397824,"2026-01-03 04:14:14",1,25,"24-48 h",1.000,0,1
"7506306249059",397245,4,1679,Matriz,MEDICINAL,"2026-01-02 02:55:50",1,397767,"2026-01-03 03:02:33",1,24,"24-48 h",4.000,1,1
"7506306249059",397617,2,1741,Sucursal Centro,MEDICINAL,"2026-01-02 22:27:13",0,,,,,,,,1
"7506306249141",397205,3,2087,Suc. De la Fuente,MEDICINAL,"2026-01-02 00:41:29",0,,,,,,,,1
"7506306414471",397243,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",1,401360,"2026-01-10 02:44:35",8,191,"48 h+",2.000,0,1
"7506306414525",397243,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",1,401750,"2026-01-11 18:06:41",9,231,"48 h+",1.000,0,1
"7506306415010",397263,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 03:16:19",0,,,,,,,,1
"7506306415775",397232,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:23:29",1,397243,"2026-01-02 02:49:36",0,0,< 6 h,1.000,0,1
"7506306415775",397234,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 02:32:25",1,397258,"2026-01-02 03:09:45",0,0,< 6 h,1.000,0,1
"7506306415775",397243,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",1,397747,"2026-01-03 02:04:02",1,23,"12-24 h",3.000,0,2
"7506306415775",397258,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 03:09:45",1,397760,"2026-01-03 02:51:06",1,23,"12-24 h",1.000,0,2
"7506306415799",397232,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:23:29",1,397243,"2026-01-02 02:49:36",0,0,< 6 h,2.000,0,1
"7506306415799",397243,2,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",1,397747,"2026-01-03 02:04:02",1,23,"12-24 h",1.000,0,2
"7506306415799",397263,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 03:16:19",1,398053,"2026-01-04 03:02:10",2,47,"24-48 h",1.000,0,1
"7506306416093",397241,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 02:44:11",0,,,,,,,,1
"7506306416413",397243,2,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",0,,,,,,,,1
"7506306416789",397232,2,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:23:29",1,398900,"2026-01-06 03:03:29",4,96,"48 h+",1.000,0,1
"7506306417236",397232,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:23:29",1,397243,"2026-01-02 02:49:36",0,0,< 6 h,2.000,0,1
"7506306417236",397243,2,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",0,,,,,,,,2
"7506306417236",397258,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 03:09:45",1,398096,"2026-01-04 18:20:43",2,63,"48 h+",1.000,0,1
"7506306417359",397243,2,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",0,,,,,,,,1
"7506306417755",397232,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:23:29",1,397243,"2026-01-02 02:49:36",0,0,< 6 h,1.000,0,1
"7506306417755",397243,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",0,,,,,,,,2
"7506306417809",397243,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",0,,,,,,,,1
"7506306417854",397263,1,1589,Farma Plus Avandaro,MEDICINAL,"2026-01-02 03:16:19",0,,,,,,,,1
"7506306418202",397232,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:23:29",1,397243,"2026-01-02 02:49:36",0,0,< 6 h,1.000,0,1
"7506306418202",397243,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",0,,,,,,,,2
"7506306418233",397243,2,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",0,,,,,,,,1
"7506306418592",397243,7,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",0,,,,,,,,1
"7506306418646",397243,2,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",0,,,,,,,,1
"7506309806075",397247,1,2679,F. El Número Uno Lomas de Durazno,MEDICINAL,"2026-01-02 02:58:04",1,397824,"2026-01-03 04:14:14",1,25,"24-48 h",1.000,0,1
"7506309846330",397152,6,569,Farmacia Vega,MEDICINAL,"2026-01-01 10:06:36",1,397687,"2026-01-02 23:49:26",1,37,"24-48 h",6.000,0,1
"7506309846330",397687,6,569,Farmacia Vega,MEDICINAL,"2026-01-02 23:49:26",1,397941,"2026-01-03 16:02:31",1,16,"12-24 h",6.000,0,2
"7506309862057",397604,1,556,Naon Srl,MEDICINAL,"2026-01-02 22:04:48",1,397955,"2026-01-03 16:38:40",1,18,"12-24 h",1.000,0,1
"7506309864822",397565,1,504,Lavalle,MEDICINAL,"2026-01-02 20:30:02",0,,,,,,,,1
"7506309897813",397321,1,1766,Farmacia Cristal,MEDICINAL,"2026-01-02 13:35:44",1,398828,"2026-01-05 23:55:18",3,82,"48 h+",1.000,0,1
"7506313000476",397258,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 03:09:45",0,,,,,,,,1
"7506331301142",397283,1,2139,Farmacia 02 Puente,MEDICINAL,"2026-01-02 05:23:09",1,397755,"2026-01-03 02:30:44",1,21,"12-24 h",1.000,0,1
"7506335702501",397524,1,2852,Del Potosi,MEDICINAL,"2026-01-02 19:06:17",0,,,,,,,,1
"7506339315899",397594,1,624,Farmacia del Valle,MEDICINAL,"2026-01-02 21:50:36",1,398079,"2026-01-04 15:52:36",2,42,"24-48 h",1.000,1,1
"7506339390278",397247,1,2679,F. El Número Uno Lomas de Durazno,MEDICINAL,"2026-01-02 02:58:04",1,397824,"2026-01-03 04:14:14",1,25,"24-48 h",1.000,0,1
"7506339399790",397234,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 02:32:25",1,398096,"2026-01-04 18:20:43",2,63,"48 h+",1.000,0,1
"7506344500198",397282,3,2076,F. Nueva San Juan Tultepec 2,MEDICINAL,"2026-01-02 05:21:09",0,,,,,,,,1
"7506346602302",397245,1,1679,Matriz,MEDICINAL,"2026-01-02 02:55:50",1,397767,"2026-01-03 03:02:33",1,24,"24-48 h",1.000,0,1
"7506372604233",397205,1,2087,Suc. De la Fuente,MEDICINAL,"2026-01-02 00:41:29",0,,,,,,,,1
"7506372604240",397205,1,2087,Suc. De la Fuente,MEDICINAL,"2026-01-02 00:41:29",1,400799,"2026-01-09 04:01:42",7,171,"48 h+",1.000,0,1
"7506384300222",397245,1,1679,Matriz,MEDICINAL,"2026-01-02 02:55:50",1,397767,"2026-01-03 03:02:33",1,24,"24-48 h",1.000,0,1
"7506384300222",397270,1,1616,Farmacia Nueva San Juan Santa María,MEDICINAL,"2026-01-02 03:45:21",1,397802,"2026-01-03 03:43:08",1,23,"12-24 h",1.000,1,1
"7506400900627",397270,1,1616,Farmacia Nueva San Juan Santa María,MEDICINAL,"2026-01-02 03:45:21",1,397802,"2026-01-03 03:43:08",1,23,"12-24 h",1.000,1,1
"7506425600380",397211,2,2678,F. El número uno ventura Puente,MEDICINAL,"2026-01-02 01:18:31",1,397757,"2026-01-03 02:39:41",1,25,"24-48 h",2.000,0,1
"7506425605804",397234,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 02:32:25",0,,,,,,,,1
"7506425605828",397243,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",0,,,,,,,,1
"7506425605842",397234,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 02:32:25",1,398096,"2026-01-04 18:20:43",2,63,"48 h+",1.000,0,1
"7506425605866",397243,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",0,,,,,,,,1
"7506425623808",397243,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",0,,,,,,,,1
"7506425623815",397211,1,2678,F. El número uno ventura Puente,MEDICINAL,"2026-01-02 01:18:31",1,397757,"2026-01-03 02:39:41",1,25,"24-48 h",1.000,0,1
"7506425623815",397247,1,2679,F. El Número Uno Lomas de Durazno,MEDICINAL,"2026-01-02 02:58:04",1,397824,"2026-01-03 04:14:14",1,25,"24-48 h",1.000,0,1
"7506425629435",397211,1,2678,F. El número uno ventura Puente,MEDICINAL,"2026-01-02 01:18:31",1,397757,"2026-01-03 02:39:41",1,25,"24-48 h",1.000,0,1
"7506425629435",397247,1,2679,F. El Número Uno Lomas de Durazno,MEDICINAL,"2026-01-02 02:58:04",1,397824,"2026-01-03 04:14:14",1,25,"24-48 h",1.000,0,1
"7506425630370",397261,1,1182,Farmacia Drdi,MEDICINAL,"2026-01-02 03:13:01",1,399481,"2026-01-07 01:02:25",5,117,"48 h+",1.000,1,1
"7506425634811",397144,5,2436,SUC PENAMILLER,MEDICINAL,"2026-01-01 02:26:40",0,,,,,,,,1
"7506425634811",397211,2,2678,F. El número uno ventura Puente,MEDICINAL,"2026-01-02 01:18:31",1,397757,"2026-01-03 02:39:41",1,25,"24-48 h",2.000,0,1
"7506426300029",397549,2,3172,Compra automatica,MEDICINAL,"2026-01-02 19:52:00",1,398006,"2026-01-03 21:12:33",1,25,"24-48 h",2.000,1,1
"7506426300043",397549,2,3172,Compra automatica,MEDICINAL,"2026-01-02 19:52:00",0,,,,,,,,1
"7506442700384",397245,1,1679,Matriz,MEDICINAL,"2026-01-02 02:55:50",1,397767,"2026-01-03 03:02:33",1,24,"24-48 h",1.000,0,1
"7506442700667",397282,6,2076,F. Nueva San Juan Tultepec 2,MEDICINAL,"2026-01-02 05:21:09",0,,,,,,,,1
"7506442700704",397262,2,1170,Digsa Medica,MEDICINAL,"2026-01-02 03:13:14",0,,,,,,,,1
"7506442700827",397211,2,2678,F. El número uno ventura Puente,MEDICINAL,"2026-01-02 01:18:31",1,397757,"2026-01-03 02:39:41",1,25,"24-48 h",2.000,0,1
"7506442700889",397233,4,1601,Farmacia Nueva San Juan,MEDICINAL,"2026-01-02 02:28:22",1,397754,"2026-01-03 02:28:46",1,24,"24-48 h",4.000,0,1
"7506442700889",397262,2,1170,Digsa Medica,MEDICINAL,"2026-01-02 03:13:14",1,401307,"2026-01-10 00:17:10",8,189,"48 h+",0.000,1,1
"7506442700889",397282,3,2076,F. Nueva San Juan Tultepec 2,MEDICINAL,"2026-01-02 05:21:09",0,,,,,,,,1
"7506442702333",397282,2,2076,F. Nueva San Juan Tultepec 2,MEDICINAL,"2026-01-02 05:21:09",1,397844,"2026-01-03 05:16:54",1,23,"12-24 h",1.000,1,1
"7506442703521",397282,2,2076,F. Nueva San Juan Tultepec 2,MEDICINAL,"2026-01-02 05:21:09",0,,,,,,,,1
"7506442704810",397245,1,1679,Matriz,MEDICINAL,"2026-01-02 02:55:50",1,397767,"2026-01-03 03:02:33",1,24,"24-48 h",1.000,0,1
"7506442705365",397233,2,1601,Farmacia Nueva San Juan,MEDICINAL,"2026-01-02 02:28:22",1,397754,"2026-01-03 02:28:46",1,24,"24-48 h",2.000,0,1
"7506442705778",397283,1,2139,Farmacia 02 Puente,MEDICINAL,"2026-01-02 05:23:09",1,397755,"2026-01-03 02:30:44",1,21,"12-24 h",1.000,0,1
"7506452400267",397507,1,2485,Via Morelos,MEDICINAL,"2026-01-02 18:32:35",0,,,,,,,,1
"7506460100807",397247,1,2679,F. El Número Uno Lomas de Durazno,MEDICINAL,"2026-01-02 02:58:04",1,397824,"2026-01-03 04:14:14",1,25,"24-48 h",1.000,0,1
"7506460100890",397245,2,1679,Matriz,MEDICINAL,"2026-01-02 02:55:50",1,397767,"2026-01-03 03:02:33",1,24,"24-48 h",2.000,0,1
"7506475103244",397232,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:23:29",1,397243,"2026-01-02 02:49:36",0,0,< 6 h,2.000,0,1
"7506475103244",397243,2,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",1,397747,"2026-01-03 02:04:02",1,23,"12-24 h",1.000,0,2
"7506475103244",397623,1,1750,Sucursal mercado 02,MEDICINAL,"2026-01-02 22:35:56",0,,,,,,,,1
"7506475105477",397270,1,1616,Farmacia Nueva San Juan Santa María,MEDICINAL,"2026-01-02 03:45:21",1,397802,"2026-01-03 03:43:08",1,23,"12-24 h",1.000,1,1
"7506475106924",397623,12,1750,Sucursal mercado 02,MEDICINAL,"2026-01-02 22:35:56",1,398725,"2026-01-05 22:13:26",3,71,"48 h+",12.000,1,1
"7506475110853",397243,1,1590,Farma Plus  Fresno,MEDICINAL,"2026-01-02 02:49:36",1,399524,"2026-01-07 02:35:41",5,119,"48 h+",1.000,0,1
"7506475118323",397270,1,1616,Farmacia Nueva San Juan Santa María,MEDICINAL,"2026-01-02 03:45:21",1,397802,"2026-01-03 03:43:08",1,23,"12-24 h",1.000,1,1
"7506475124355",397258,1,1588,Farma Plus Fontanas,MEDICINAL,"2026-01-02 03:09:45",1,398189,"2026-01-05 02:16:20",3,71,"48 h+",1.000,0,1
"75064839",397205,3,2087,Suc. De la Fuente,MEDICINAL,"2026-01-02 00:41:29",1,400799,"2026-01-09 04:01:42",7,171,"48 h+",3.000,0,1
"75064839",397211,1,2678,F. El número uno ventura Puente,MEDICINAL,"2026-01-02 01:18:31",1,397757,"2026-01-03 02:39:41",1,25,"24-48 h",1.000,0,1
"75064839",397247,1,2679,F. El Número Uno Lomas de Durazno,MEDICINAL,"2026-01-02 02:58:04",1,397824,"2026-01-03 04:14:14",1,25,"24-48 h",1.000,0,1
"7506484500560",397261,1,1182,Farmacia Drdi,MEDICINAL,"2026-01-02 03:13:01",1,399481,"2026-01-07 01:02:25",5,117,"48 h+",1.000,1,1
"75064891",397211,2,2678,F. El número uno ventura Puente,MEDICINAL,"2026-01-02 01:18:31",1,397757,"2026-01-03 02:39:41",1,25,"24-48 h",2.000,0,1
"75064891",397278,1,2138,Farmacia 01 Banco,MEDICINAL,"2026-01-02 04:43:08",1,397744,"2026-01-03 01:50:10",1,21,"12-24 h",1.000,0,1
"7506509900078",397222,1,1238,Farmacia San Angel Hidalgo,MEDICINAL,"2026-01-02 01:49:55",0,,,,,,,,1
